1;Пассажир сел с открытой бутылкой пива, расплескал на сиденье. Отказался убирать и заплатить. Хам.
1;Устроил скандал из-за 50 рублей сдачи. Плевал в салоне, орал матом. Вызвал полицию.
1;Пассажир вломился в машину с грязными ногами, испачкал обивку потолка. Уехал не заплатив.
1;Заказал эконом, вел себя как король. Требовал открыть шампанское (которого нет). Неадекват.
1;Пытался украсть зарядку для телефона. Когда заметил — начал угрожать.
1;Опоздал на 20 минут к выходу, потом всю дорогу орал, что я медленно еду. Торопился бы — выходил вовремя.
1;Пассажир был пьян в стельку, уснул, а когда приехали — начал блевать. Испортил салон.
1;Заказал поездку для ребенка 12 лет без кресла и без сопровождения. На отказ — агрессия.
1;Устроил погром в салоне, пинал сиденье, кричал. Пришлось остановить поездку досрочно.
1;Не закрывал дверь при выходе, ударил соседнюю машину. Скрылся с места, вину отрицал.
1;Ехал с открытым окном на трассе, хотя я предупреждал о шуме. Потом жаловался на холод.
1;Пассажир курил в салоне, несмотря на запрет. На замечание ответил матом.
1;В конце поездки сказал, что «заплатит в приложении», но у него не было денег на счету. Кидала.
1;Привёл с собой собаку крупной породы без переноски и намордника, хотя заказывал обычное такси.
1;Всю дорогу давал «ценные указания», как мне работать, тыкал пальцем в навигатор, отвлекал.
1;Попросил остановить посреди моста, чтобы «посмотреть закат». На отказ — истерика.
1;Сломал ручку двери, пытаясь выйти до полной остановки. Обвинил меня.
1;Пассажир оказался мошенником: оплатил картой, потом через банк отменил платеж, придумав жалобу.
1;На заднем сиденье оставил мусор, пролил кофе, даже не извинился.
1;Угрожал физической расправой, потому что я не включил музыку, которую он хочет. Страшный человек.
1;Пассажир попросил остановить у Макдональдса, вышел, купил чизбургер и сел есть в салоне. Спросил: «Вы тоже хотите?» Я хотел, чтобы он вышел.
1;Всю дорогу разговаривал с котом в переноске. Кот не отвечал. Пассажир обиделся на кота и заплакал. Я утешал их обоих.
1;Сказал: «Давай гонки!» Я отказался. Он выставил мне 1 звезду и написал «водитель — трус». Я горд.
1;Пытался расплатиться жвачкой и билетом на концерт Баскова. Сказал: «Это коллекционное». Я теперь коллекционер идиотов.
1;Вышел из машины, сделал селфи на фоне, сказал: «Теперь я звезда инстаграма». А я просто таксист.
2;Пассажир опоздал на 7 минут, я ждал, но даже спасибо не сказал. Весь вид показывал, что я обязан.
2;Громко разговаривал по телефону весь путь, не обращая на меня внимания. Немного некультурно.
2;Хлопнул дверью так, что стекло задребезжало. Неуважение к чужому имуществу.
2;Заказал такси, а сам был в 2 кварталах. Пришлось искать его 10 минут, пока он не соизволил ответить.
2;Сидел в машине и молчал, когда я поздоровался. На вопрос «как дела?» — буркнул «поехали уже».
2;Ел пирожок в салоне, крошки везде. Ладно бы предложил убрать, нет — ушел и оставил.
2;Всю дорогу спорил с навигатором, утверждал, что знает лучше, в итоге попали в пробку.
2;Пытался проехать за мой счет (сказал, что заплатит позже). Пришлось блокировать двери.
2;Очень грязная обувь, испачкал пороги и коврики. Ничего страшного, но мог бы извиниться.
2;Вел себя панибратски, пытался лезть обниматься после поездки. Неприятно.
2;Заказал поездку на 4 человека, но пришло 5 с ребенком на руках. Перегруз. Спорил.
2;Включил свой плейлист на полную громкость через Bluetooth, хотя я слушал новости.
2;Не мог найти кнопку открытия окна, начал дергать ручку, чуть не сломал.
2;Оставил мокрый зонт на сиденье. Я понимаю, дождь, но можно было положить на пол.
2;Требовал ехать по встречной полосе ради экономии 2 минут. На отказ — обиделся.
2;Пока ждал его, он вышел покурить, заставил ждать еще 5 минут. Не уважает чужое время.
2;Заднее сиденье было в песке (похоже, с пляжа). Убрал потом сам, конечно.
2;Разговаривал со мной в приказном тоне: «поверни», «стой», «жми». Без слова «пожалуйста».
2;Попросил остановить у ларька, купил пиво, потом сел обратно. Весь путь пил. Нарушение закона.
2;Слабый интернет, не мог оплатить 5 минут. Стояли ждали. В итоге оплатил, но нервы потрепал.
2;Пассажир всю дорогу учил меня водить. У меня стаж 15 лет. Я теперь знаю, что поворотник включается рычажком. Спасибо, капитан.
2;Спросил: «А вы верите в инопланетян?» Я сказал: «Нет». Он 20 минут доказывал, что я инопланетянин. Я почти поверил.
2;Заказал такси до аэропорта, но забыл билет. Ехали обратно. Он сказал: «Зато покатались». С меня хватило.
2;Всю дорогу пел песни Виа Гры. Я теперь фанат. И ненавижу Виа Гру.
2;Попросил включить кондиционер, потом сказал «выключи», потом «включи». Я 20 минут играл в пульт. Он вышел счастливый.
3;Обычный пассажир. Доехали нормально, но общались по минимуму. Ни рыба ни мясо.
3;В целом нормально, но пассажир был в наушниках, не слышал моего приветствия. Немного странно.
3;Средняя поездка. Заказ подтвердил, сел, доехали. Без происшествий, но и без эмоций.
3;Пассажир попросил прибавить громкость радио, потом попросил убавить. Мелочь, но неопределенность.
3;Нейтрально. Не помог с багажом, но и не мешал. Оценка 3, потому что ждал его 3 минуты.
3;Доехали, но пассажир был немного резок при прощании. Может, день не задался.
3;В машине сидел спокойно, но когда выходил, не посмотрел по сторонам — чуть не открыл дверь под машину.
3;Обычный разговор ни о чем. Просто поездка. Ни плохо, ни хорошо.
3;Заказ выполнен. Пассажир был с ребенком, но кресла не было. Я рискнул повезти, но на всякий случай осторожно.
3;Всё по правилам, но пассажир не сразу нашелся. Пришлось звонить 2 раза.
3;Нормальный мужик. Поговорили о погоде. Доехали без проблем. Сойдет.
3;В целом всё ок, но оставил после себя немного мусора (салфетки). Не критично.
3;Средний маршрут, средний трафик. Пассажир не жаловался, но и чаевых не оставил.
3;Доехал быстро, но пассажир всю дорогу смотрел тиктоки без наушников. Раздражало, но я смолчал.
3;Ничего особенного. Оценка 3, потому что не запомнился. А плохих запоминаешь.
3;Всё прошло гладко, но пассажир явно торопился и подгонял на светофорах. Нервно.
3;Обычный заказ. Пассажир вежливый, но чихнул пару раз, не прикрываясь. Неприятно, но ладно.
3;По навигатору доехали точно. Пассажир вышел, даже не попрощавшись. Но хоть дверь не хлопнул.
3;Нейтральная поездка. Могло быть лучше, но могло быть и хуже. Тройка.
3;Заказ в аэропорт. Помог с сумками, но пассажир был очень молчалив. Нормально.
3;Пассажир попросил сделать музыку тише. Я сделал. Потом попросил громче. Потом снова тише. Я понял, что он дирижер филармонии.
3;Сел в машину и сказал: «Поехали по приключениям». Я повез его по пробкам. Он сказал: «Слишком много приключений».
3;Всю дорогу играл в покер на телефоне. Кричал «Ва-банк!» Я чуть не влетел в столб. Зато он выиграл 500 рублей.
3;Спросил: «А вы можете петь?» Я сказал: «Нет». Он включил караоке и пел один. 30 минут сольного концерта. Я аплодировал.
3;Пассажир уснул и храпел так, что у меня запотело лобовое стекло. Разбудил — обиделся. Оценка 3 за «тишину».
4;Хороший пассажир. Вежливый, чистый. Всё отлично, но немного задержался на выходе.
4;Приятный молодой человек. Помог закрыть багажник. Оценка 4, потому что громко говорил по телефону.
4;Всё понравилось. Пассажир адекватный. Минус звезда за то, что не рассчитался сразу, ждал минуту.
4;Хорошо пообщались. Чисто, аккуратно. Не хватило только чаевых для идеала, но не обязательно.
4;Вежливый, открыл дверь сам (я не успел). Уважительный. 4, потому что был небольшой запах алкоголя (но вел себя трезво).
4;Отличная поездка. Пассажир знал маршрут, не спорил. Минус за то, что попросил остановить в неположенном месте.
4;Очень культурный. Спасибо за понимание, когда я немного заблудился в переулках. Четверка за то, что не сразу ответил на звонок.
4;Приятная девушка, вежливая. В салоне оставила приятный аромат духов. 4, потому что ехали молча (я люблю поболтать).
4;Все четко, по адресу. Пассажир вышел быстро. Минус звезда за то, что не попрощался, просто вышел.
4;Хороший пассажир, без проблем. Оценка 4, потому что пришлось долго его ждать из-за шлагбаума.
4;Доброжелательный. Помог советом по пробкам. Не хватило маленького внимания (чай), но в целом хорошо.
4;Всё супер, но пассажир курил электронку в машине. Я не запрещал, но мог бы спросить.
4;Приятный разговор, интеллигентный человек. Чистота идеальная. Оценка 4, потому что немного торопился и подгонял.
4;Хороший заказ на дальнее расстояние. Пассажир молчал, не мешал. 4, потому что не улыбался, был серьезным.
4;Всё вовремя, без нареканий. Минус звезда за то, что оставил немного песка на коврике (зима, бывает).
4;Отличный пассажир, пунктуальный. 4, потому что был с маленьким ребенком без кресла, но ехал спокойно, я рискнул.
4;Вежливый, помог с зарядкой для телефона (у меня есть). Всё хорошо, но оценка 4 за громкий звонок в начале поездки.
4;Хороший маршрут, без пробок. Пассажир адекватный. Не хватило только «спасибо» на выходе.
4;Культурный, воспитанный. 4 звезды, потому что мне показалось, что он оценивает меня, пока я еду. Немного давило.
4;Приятная поездка. Рекомендую. Четверка за то, что не хватило маленькой благодарности, но это мелочи.
4;Пассажир подарил мне наклейку с надписью «Лучший таксист». Я повесил. Теперь все пассажиры спрашивают, где купить. Спасибо, маркетинг.
4;Сказал: «У вас очень чистая машина. Можно я сфотографируюсь?» Сфоткался. Теперь я звезда инстаграма. Подписчиков не прибавилось.
4;Всю дорогу учил меня английскому. Теперь я знаю, как сказать «поворот налево» по-английски. 4 звезды за урок.
4;Попросил включить радио «Ретро». Подпевал всем песням. Я теперь знаю тексты 80-х. Бесполезный навык.
4;Оставил записку: «Спасибо, вы лучший. P.S. У вас пахнет чебуреками». Я не ел чебуреки. Теперь ищу источник запаха.
5;Идеальный пассажир! Вежливый, чистый, вышел вовремя. Помог с погрузкой. Спасибо за приятную поездку!
5;Лучший пассажир за смену. Приятный разговор, чаевые, уважение к машине. Всегда рад видеть!
5;Супер! Ждал меня у выхода, быстро нашелся. Аккуратно сел, пристегнулся. 5 звезд такому гостю.
5;Очень культурный человек. Обсудили новости, посмеялись. Оставил отличные чаевые и чистый салон.
5;Пассажир с ребенком: было кресло, ребенок спокойный, мама вежливая. Идеально!
5;Профессионал своего дела (оказался коллегой). Взаимное уважение, четкое следование маршруту. Спасибо!
5;Встретил меня с зонтиком, когда шел дождь. Мелочь, а очень приятно. Вежливый и тактичный.
5;Помог открыть дверь (я не успел), улыбнулся, пожелал хорошего дня. Такие пассажиры поднимают настроение.
5;Заказ в аэропорт: пришел ровно, помог с багажом, поблагодарил. 5 звезд безоговорочно.
5;Очень позитивная девушка. Всю дорогу шутила, настроение подняла. Спасибо за эмоции!
5;Пассажир знал город, подсказал короткий путь, который сэкономил время. Приятно работать с понимающими.
5;Чистота, порядок. Вышел, аккуратно закрыл дверь. Оставил чаевые в приложении. Браво!
5;Отличный разговор на отвлеченные темы. Интеллигентный человек. Поездка пролетела незаметно.
5;Заказывал такси для пожилых родителей. Встретил их, помог дойти, проконтролировал посадку. Спасибо за доверие!
5;Был с питомцем в переноске. Животное спокойное, пассажир предупредил заранее. Все культурно.
5;Всё прошло на высшем уровне: вежливость, пунктуальность, чистота. Лучший пассажир дня.
5;Помог мне советом по ремонту машины (оказался механиком). Приятный и полезный человек. 5 звезд.
5;Очень тихий и спокойный. Не отвлекал, дал сосредоточиться на дороге. Идеально для водителя.
5;Сразу нашел машину, не заставил ждать. По дороге предложил купить кофе (и мне купил!). Джентльмен.
5;Такие пассажиры — причина любить свою работу. Спасибо за отличную поездку и уважение!
5;Пассажир сказал: «Вы водитель года!» Я сказал: «Спасибо». Он выдал мне нарисованную медаль из картона. Ношу с собой. Лучшая награда.
5;Всю дорогу рассказывал анекдоты. Я смеялся так, что пропустил поворот. Он сказал: «Не страшно, я навигатор». Доехали с юмором.
5;Подарил мне шоколадку и сказал: «Вы заслужили». Я теперь всегда жду этого пассажира. Шоколадка была вкусная.
5;Спросил: «Можно включить вашу любимую музыку?» Я включил. Он сказал: «Класс!» и подпевал. Мы стали друзьями. Теперь он мой постоянный клиент.
5;Вышел из машины, обнял меня и сказал: «Вы мой герой». Я не знаю, что я сделал, но я теперь герой. 5 звезд за эмоции.